species	class	copy_number	bp	percent
dana	DNA/Sola	102.0	11197.0	0.0001694343926788605
dana	DNA/TcMar	119.0	8394.0	0.00012701904904406134
dana	DNA/Academ	94.0	8726.0	0.00013204291421949958
dana	DNA/Sola	44.0	5340.0	8.080554227963875e-05
dana	DNA/CMC	55.0	32602.0	0.0004933375073784237
dana	DNA/Zator	32.0	5703.0	8.62985032997715e-05
dana	DNA/hAT	77.0	26697.0	0.00040398231502612655
dana	DNA/MuLE	50.0	35835.0	0.0005422596643428567
dana	DNA/IS	40.0	24127.0	0.0003650927562885476
dana	Satellite/Simple_Repeat	23610.0	4112197.0	0.06222627500855873
dana	Satellite/Simple_Repeat	24708.0	4729914.0	0.07157364526330622
dbia	RC/Helitron	27839.0	5574586.0	0.10358767578949474
dbia	DNA	638.0	113315.0	0.0021056339398273873
dbia	Unknown	26707.0	337421.0	0.00627000052606007
dbia	LTR/Pao	15252.0	4591261.0	0.08531540385832263
dbia	LTR/Gypsy	39384.0	19724368.0	0.3665207492604266
dbia	LINE/I	3766.0	528468.0	0.00982006051195958
dbia	LINE/I	3178.0	948169.0	0.017618998606470405
dbia	DNA/TcMar	6780.0	1417594.0	0.026341914479951156
dbia	DNA/Maverick	14334.0	5741467.0	0.10668868004764533
dbia	LINE/RTE	1966.0	381264.0	0.007084696804786206
dbia	LTR/Copia	1071.0	454995.0	0.008454775753005005
dbia	DNA/TcMar	903.0	273285.0	0.005078217104935159
dbia	DNA/CMC	1784.0	473550.0	0.008799567155321531
dbia	LINE/L2	891.0	256235.0	0.004761391806659935
dbia	LINE/Jockey	3203.0	957615.0	0.01779452539635356
dbia	DNA/PIF	867.0	154914.0	0.002878631921232139
dbia	LTR	17.0	27960.0	0.0005195563249135044
dbia	DNA/Kolobok	435.0	69571.0	0.0012927772918654296
dbia	LINE/CR1	6853.0	3214840.0	0.05973857137285159
dbia	DNA/hAT	460.0	87594.0	0.0016276830015906118
dbia	DNA/CMC	307.0	96739.0	0.0017976165706655044
dbia	DNA/Merlin	114.0	15741.0	0.000292501291504416
dbia	DNA/Sola	149.0	26018.0	0.00048346983052931176
dbia	LINE/R1	2022.0	1714382.0	0.031856867361153916
dbia	LTR/ERV1	112.0	15828.0	0.00029411793672142156
dbia	DNA/MuLE	40.0	32254.0	0.0005993479865436398
dbia	DNA/hAT	32.0	36873.0	0.0006851788400763822
dbia	DNA/P	108.0	30443.0	0.0005656957510494211
dbia	DNA/hAT	68.0	32029.0	0.0005951670075341428
dbia	DNA/Zator	29.0	5637.0	0.00010474746078460029
dbia	LINE/LOA	634.0	209013.0	0.0038839065142756185
dbia	LINE	55.0	22270.0	0.0004138240112955559
dbia	LINE/RTE	53.0	18970.0	0.00035250298582293195
dbia	DNA/MULE	75.0	16871.0	0.00031349909719655697
dbia	Other	166.0	205962.0	0.003827212438906838
dbia	Satellite/Simple_Repeat	16960.0	2943404.0	0.05469471262431003
dbia	Satellite/Simple_Repeat	18023.0	3064241.0	0.05694012133795714
dbip	LTR/Gypsy	14728.0	8035087.0	0.16493821770697592
dbip	DNA/P	1322.0	391254.0	0.008031367604448484
dbip	Unknown	21621.0	234616.0	0.004816020646141089
dbip	RC/Helitron	21682.0	7613039.0	0.1562747340500107
dbip	LINE/I	1618.0	692023.0	0.01420532723942312
dbip	LINE/I	2747.0	840575.0	0.017254690876283143
dbip	LINE/Jockey	5418.0	3954212.0	0.08116908749283445
dbip	LINE/R1	3917.0	1194721.0	0.024524333388934803
dbip	LTR/Pao	10714.0	5906272.0	0.12123950580405864
dbip	LINE/R1	2017.0	1515890.0	0.03111704886827333
dbip	LINE/CR1	5177.0	2907161.0	0.05967601270866511
dbip	DNA/Zator	118.0	28175.0	0.0005783551919094401
dbip	DNA	892.0	200712.0	0.004120064854606123
dbip	DNA/hAT	825.0	216883.0	0.004452010970253596
dbip	DNA/Kolobok	2761.0	1192742.0	0.024483709966582053
dbip	DNA/TcMar	1144.0	310457.0	0.006372827606552937
dbip	DNA/CMC	4388.0	1190083.0	0.024429128016083837
dbip	DNA/TcMar	2129.0	732041.0	0.015026786620783616
dbip	DNA/MULE	99.0	25326.0	0.0005198730644294048
dbip	DNA/hAT	1281.0	351127.0	0.00720767075313526
dbip	DNA/CMC	261.0	45373.0	0.0009313827905060168
dbip	DNA/hAT	330.0	125012.0	0.0025661522360597307
dbip	DNA/hAT	1012.0	313830.0	0.006442066011603889
dbip	LINE/LOA	769.0	173067.0	0.0035525891037512356
dbip	LINE/RTE	353.0	227192.0	0.004663626362388269
dbip	DNA/PiggyBac	221.0	63417.0	0.0013017764402953312
dbip	DNA/TcMar	105.0	15736.0	0.00032301676308383134
dbip	DNA/hAT	417.0	148829.0	0.0030550496843545715
dbip	DNA/TcMar	59.0	13536.0	0.0002778568190838041
dbip	DNA/PIF	370.0	76108.0	0.0015622877354336702
dbip	DNA/Sola	153.0	16374.0	0.00033611314684383925
dbip	LTR/Copia	1831.0	804477.0	0.016513698304231786
dbip	DNA/CMC	396.0	155881.0	0.0031998078321219315
dbip	DNA/Sola	95.0	39526.0	0.0008113599757023079
dbip	LINE/R2	184.0	34609.0	0.000710427500862247
dbip	DNA/Maverick	668.0	537405.0	0.011031445320606658
dbip	DNA/TcMar	111.0	30149.0	0.0006188759780258281
dbip	DNA/hAT	108.0	42745.0	0.000877437184673257
dbip	LTR/Caulimovirus	196.0	74756.0	0.0015345348971209263
dbip	DNA/MuLE	31.0	29323.0	0.0006019204717785452
dbip	Satellite/Simple_Repeat	18305.0	3935194.0	0.08077870030420149
dbip	Satellite/Simple_Repeat	19218.0	4280803.0	0.08787310170688577
dere	LTR/Pao	2324.0	928570.0	0.04530129726597399
dere	Unknown	8550.0	2212875.0	0.10795751336726601
dere	LTR/Gypsy	8702.0	4258895.0	0.2077748241054205
dere	RC/Helitron	11912.0	4010850.0	0.19567367903252506
dere	LINE/Jockey	947.0	817345.0	0.03987506468425376
dere	DNA/P	1316.0	276834.0	0.013505647745811995
dere	DNA/TcMar	847.0	490713.0	0.02393996735332597
dere	LINE/CR1	1408.0	184823.0	0.009016791049236042
dere	DNA/TcMar	580.0	245433.0	0.011973715812356414
dere	DNA/TcMar	95.0	19796.0	0.0009657693880668352
dere	DNA/CMC	894.0	116360.0	0.005676749141011161
dere	DNA/MULE	150.0	21830.0	0.0010650002900332901
dere	DNA/hAT	393.0	29826.0	0.0014550938456496982
dere	LINE/R1	270.0	284601.0	0.013884569287391865
dere	LINE/I	3095.0	461475.0	0.0225135597271238
dere	LINE/I	39.0	13663.0	0.0006665643134551004
dere	DNA/CMC	89.0	23658.0	0.0011541812579756105
dere	LINE/RTE	603.0	41919.0	0.0020450640017363945
dere	Satellite/Simple_Repeat	16536.0	2965946.0	0.14469690106381478
dere	Satellite/Simple_Repeat	16997.0	3092235.0	0.15085804726757174
deug	LTR/Pao	16894.0	6899898.0	0.16953303768627717
deug	Unknown	11326.0	3404839.0	0.08365814951216761
deug	LTR/Gypsy	17507.0	9005457.0	0.22126739858518904
deug	DNA/TcMar	2228.0	725118.0	0.017816416593549343
deug	LINE/Jockey	3396.0	1730106.0	0.042509342268429805
deug	RC/Helitron	10592.0	2874999.0	0.07063978537291554
deug	LINE/CR1	1599.0	1295536.0	0.0318317971529331
deug	LINE/I	3525.0	546249.0	0.013421539318855326
deug	DNA/Maverick	7228.0	3574736.0	0.08783258143910123
deug	DNA	1491.0	268819.0	0.006604981937093468
deug	LINE/I	1472.0	547895.0	0.013461982145695897
deug	DNA/TcMar	2061.0	521992.0	0.012825535885883414
deug	LINE/R1	1584.0	955222.0	0.02347015670735438
deug	LTR/Copia	919.0	678187.0	0.01666330462121951
deug	DNA/PiggyBac	33.0	40702.0	0.001000063145847497
deug	DNA/CMC	1380.0	146211.0	0.003592458174475662
deug	DNA/hAT	18.0	7266.0	0.00017852829879927065
deug	DNA/CMC	393.0	161232.0	0.003961529682356731
deug	DNA/hAT	41.0	8865.0	0.00021781631831207463
deug	DNA/hAT	157.0	40457.0	0.0009940434055218956
deug	LINE/L2	255.0	50422.0	0.0012388871293774876
deug	DNA/hAT	35.0	5473.0	0.00013447362776333722
deug	DNA/Sola	173.0	13204.0	0.00032442714799691297
deug	DNA/Crypton	36.0	7368.0	0.000181034476404215
deug	LTR/ERV1	68.0	5033.0	0.00012366266554593024
deug	DNA/Zisupton	94.0	7304.0	0.0001794619728089558
deug	Satellite/Simple_Repeat	15763.0	2883712.0	0.07085386699518888
deug	Satellite/Simple_Repeat	16887.0	4293128.0	0.1054837377329363
dmau	LTR/Copia	333.0	237958.0	0.010134594129007022
dmau	Unknown	1888.0	3406900.0	0.14509933995963165
dmau	LINE/R1	1060.0	964270.0	0.04106810899729197
dmau	LTR/Pao	4076.0	1788853.0	0.07618697043787812
dmau	LTR/Gypsy	8171.0	4710616.0	0.20062440118679156
dmau	LINE/Jockey	1531.0	1352908.0	0.05762014083950375
dmau	DNA/P	1256.0	389749.0	0.016599349159037973
dmau	LINE/I	4169.0	2986888.0	0.12721109434774847
dmau	RC/Helitron	6058.0	1321212.0	0.05627021314002314
dmau	LINE/CR1	1048.0	633276.0	0.026971126129993743
dmau	DNA/CMC	179.0	21851.0	0.0009306306840405973
dmau	DNA/PIF	61.0	11744.0	0.0005001751294390543
dmau	LINE/I	258.0	248203.0	0.010570927082098228
dmau	DNA/CMC	320.0	141531.0	0.006027783229277826
dmau	DNA/TcMar	591.0	214837.0	0.009149874342923884
dmau	LINE/R1	274.0	193401.0	0.008236918444196401
dmau	LINE/LOA	288.0	219882.0	0.009364740106549568
dmau	LTR/ERV1	37.0	8521.0	0.00036290806181455906
dmau	DNA	302.0	45253.0	0.001927318216323699
dmau	LINE/L2	67.0	20220.0	0.000861166648267854
dmau	DNA/MULE	154.0	70554.0	0.0030048838626058443
dmau	DNA/hAT	206.0	62990.0	0.0026827342816217667
dmau	DNA/hAT	425.0	45078.0	0.0019198649936013018
dmau	DNA/TcMar	26.0	27343.0	0.0011645341079914902
dmau	LINE/RTE	574.0	43263.0	0.0018425644265090092
dmau	DNA/CMC	112.0	7498.0	0.00031933865127163055
dmau	DNA/Crypton	55.0	12803.0	0.0005452777743705903
dmau	DNA/Novosib	35.0	14495.0	0.0006173397906351406
dmau	LINE/R2	81.0	119261.0	0.005079307400547603
dmau	Satellite/Simple_Repeat	11397.0	2199838.0	0.09369075752681798
dmau	Satellite/Simple_Repeat	11102.0	1958580.0	0.0834156169121886
dmel	LINE/I	2888.0	546242.0	0.027393007988394523
dmel	LINE/Jockey	3094.0	2305913.0	0.11563719602217108
dmel	Unknown	1178.0	1005019.0	0.05039981088141936
dmel	LTR/Gypsy	14751.0	7420904.0	0.37214436559823094
dmel	RC/Helitron	3907.0	728576.0	0.03653671484095424
dmel	LINE/I	558.0	316831.0	0.015888478209238808
dmel	DNA/hAT	239.0	79241.0	0.0039737869772159045
dmel	LTR/Pao	2713.0	2234100.0	0.11203590926159504
dmel	LTR/Copia	1121.0	454319.0	0.022783242585299943
dmel	DNA/TcMar	99.0	7803.0	0.00039130576069478813
dmel	DNA/CMC	107.0	6497.0	0.0003258123192661846
dmel	DNA/TcMar	853.0	327133.0	0.016405104115515587
dmel	DNA/hAT	113.0	25374.0	0.0012724583329321484
dmel	LINE/R1	3073.0	1256324.0	0.06300228354467756
dmel	DNA/P	1719.0	623562.0	0.031270460431931754
dmel	LINE/CR1	2499.0	646854.0	0.03243851038427098
dmel	DNA/CMC	302.0	164527.0	0.00825071932459713
dmel	DNA	106.0	18994.0	0.000952513343411099
dmel	DNA/MULE	206.0	66454.0	0.0033325429990018517
dmel	LINE/LOA	467.0	247566.0	0.012414968852001272
dmel	DNA/TcMar	16.0	49923.0	0.0025035444689434716
dmel	LINE/R1	47.0	4291.0	0.00021518557210577162
dmel	LINE/R2	56.0	99330.0	0.004981212509267372
dmel	Satellite/Simple_Repeat	6041.0	741448.0	0.03718222140915408
dmel	Satellite/Simple_Repeat	5498.0	563703.0	0.028268644267709104
dmoj	RC/Helitron	24498.0	7532517.0	0.18890877160194827
dmoj	Unknown	7880.0	6299845.0	0.15799446323621652
dmoj	LINE/Jockey	4244.0	1510826.0	0.03789016125211336
dmoj	DNA/CMC	14752.0	1805855.0	0.0452892240058982
dmoj	DNA/hAT	2336.0	280448.0	0.007033384349245172
dmoj	DNA/Novosib	5124.0	534049.0	0.0133934700134429
dmoj	LINE/L2	1612.0	195882.0	0.004912544903507398
dmoj	LTR/Pao	1848.0	1197516.0	0.030032627411750775
dmoj	LINE/R1	11752.0	2755977.0	0.06911743174734589
dmoj	DNA/TcMar	890.0	139905.0	0.0035086919406847107
dmoj	LTR/Gypsy	9183.0	2953325.0	0.07406674261622297
dmoj	DNA/Kolobok	694.0	41242.0	0.0010343123763819652
dmoj	LINE/I	11444.0	1391710.0	0.03490283878896622
dmoj	DNA/hAT	2149.0	324147.0	0.008129316082321054
dmoj	LTR/ERVK	757.0	74814.0	0.0018762680308093773
dmoj	DNA/TcMar	3056.0	894106.0	0.02242337669359811
dmoj	DNA/TcMar	933.0	122800.0	0.0030797138795331295
dmoj	DNA/hAT	449.0	93672.0	0.002349209759964392
dmoj	DNA/P	2629.0	794569.0	0.019927077993051785
dmoj	DNA/Maverick	948.0	188229.0	0.004720614526308155
dmoj	DNA/hAT	1112.0	122375.0	0.0030690552606503804
dmoj	LTR/ERV1	175.0	15333.0	0.00038453789018633123
dmoj	LTR/Copia	235.0	145647.0	0.0036526961515664634
dmoj	DNA/PIF	796.0	65407.0	0.0016403489065034479
dmoj	DNA	976.0	89833.0	0.002252931082574101
dmoj	DNA/Zisupton	656.0	57614.0	0.001444907454848711
dmoj	LINE/CR1	941.0	495782.0	0.01243376796924018
dmoj	DNA/CMC	726.0	387302.0	0.009713186848297558
dmoj	DNA/hAT	321.0	79132.0	0.0019845595986581074
dmoj	DNA/PiggyBac	80.0	41562.0	0.0010423376894230939
dmoj	DNA/hAT	409.0	73926.0	0.0018539977871202453
dmoj	DNA/hAT	47.0	9280.0	0.0002327340781927316
dmoj	LINE/I	120.0	110013.0	0.002759027386230278
dmoj	DNA/TcMar	63.0	53885.0	0.0013513874788163086
dmoj	LINE/R2	23.0	12019.0	0.00030142574200414234
dmoj	Satellite/Simple_Repeat	57518.0	4378206.0	0.10980148033921193
dmoj	Satellite/Simple_Repeat	57517.0	4605084.0	0.11549137712716565
dper	RC/Helitron	12996.0	4621969.0	0.1145935917951033
dper	Unknown	26509.0	69669.0	0.001727320314518131
dper	DNA/Maverick	1135.0	354158.0	0.008780724683131841
dper	LINE/CR1	5854.0	3309562.0	0.08205476861670549
dper	LINE/I	6438.0	984168.0	0.024400714511456745
dper	LINE/LOA	6397.0	3730069.0	0.09248050005388811
dper	LTR/Gypsy	13603.0	9182731.0	0.2276696636819158
dper	DNA	2591.0	533360.0	0.013223723075562882
dper	DNA/hAT	89.0	18210.0	0.00045148492051522436
dper	LINE/L2	2260.0	398235.0	0.009873536371300406
dper	DNA/hAT	69.0	31550.0	0.0007822267568509242
dper	DNA/TcMar	2334.0	710928.0	0.017626209312028965
dper	LINE/R1	1823.0	792993.0	0.01966086664328003
dper	DNA/PIF	979.0	156527.0	0.003880811650383664
dper	DNA/hAT	887.0	173701.0	0.004306610773114497
dper	DNA/hAT	485.0	166390.0	0.0041253473873985825
dper	DNA/CMC	1539.0	188102.0	0.0046636582382622045
dper	LINE/Jockey	1006.0	369185.0	0.009153292717211044
dper	DNA/TcMar	711.0	126620.0	0.0031393201886676394
dper	LTR/Copia	419.0	188903.0	0.004683517624387009
dper	LTR/Pao	9169.0	6744080.0	0.16720760146888053
dper	DNA/TcMar	129.0	21577.0	0.0005349637633144973
dper	DNA/CMC	1095.0	273588.0	0.006783133247332191
dper	DNA/hAT	80.0	27149.0	0.0006731117027494688
dper	DNA/TcMar	124.0	23348.0	0.0005788725933107885
dper	DNA/hAT	438.0	55647.0	0.0013796694877490768
dper	DNA/P	668.0	178270.0	0.004419891091721529
dper	DNA/Merlin	119.0	10142.0	0.0002514530512831085
dper	DNA/Crypton	38.0	4315.0	0.00010698283536645762
dper	DNA/hAT	154.0	31456.0	0.0007798961921870894
dper	LINE/I	356.0	197512.0	0.004896962637056727
dper	LINE/R1	865.0	381104.0	0.009448803357937071
dper	DNA/PiggyBac	24.0	17783.0	0.0004408982065635494
dper	Satellite/Simple_Repeat	34901.0	3211544.0	0.07962458471011234
dper	Satellite/Simple_Repeat	34686.0	3049028.0	0.07559528633875308
dpse	Unknown	28535.0	1343684.0	0.03589639648195631
dpse	LINE/LOA	3176.0	2906113.0	0.07763654584661832
dpse	DNA/hAT	978.0	141583.0	0.0037823770344104866
dpse	RC/Helitron	10805.0	3493980.0	0.09334135956074918
dpse	LINE/I	4624.0	513860.0	0.013727723405367683
dpse	DNA/P	774.0	172804.0	0.004616443224499197
dpse	LINE/L2	1388.0	323386.0	0.008639227729670015
dpse	DNA/TcMar	277.0	56115.0	0.001499107147651515
dpse	DNA/TcMar	462.0	85054.0	0.0022722099142181585
dpse	LTR/Gypsy	10043.0	8134824.0	0.21732108711195025
dpse	LTR/ERV1	266.0	24064.0	0.0006428675826621413
dpse	LINE/R1	3907.0	990171.0	0.02645232867321123
dpse	DNA/CMC	2584.0	213450.0	0.005702297436803277
dpse	LINE/CR1	4600.0	2914396.0	0.07785782544216314
dpse	LTR/Copia	627.0	286142.0	0.0076442576395491365
dpse	DNA/Merlin	223.0	16098.0	0.0004300566134348051
dpse	DNA/TcMar	1964.0	582195.0	0.015553286747339816
dpse	LINE/Jockey	943.0	467970.0	0.012501776207546635
dpse	DNA/Ginger	611.0	38751.0	0.0010352294587658176
dpse	DNA	2168.0	377752.0	0.010091610500573021
dpse	LTR/Pao	7403.0	5473067.0	0.14621248969572545
dpse	DNA/PIF	814.0	117303.0	0.0031337390312922687
dpse	DNA/hAT	255.0	70569.0	0.0018852444498372943
dpse	DNA/hAT	109.0	25388.0	0.0006782381228651281
dpse	LINE/R1	560.0	178249.0	0.004761905906829456
dpse	DNA/CMC	882.0	208164.0	0.005561082425086518
dpse	DNA/hAT	181.0	34549.0	0.0009229734089675165
dpse	RC/Helitron	277.0	18757.0	0.0005010915578454863
dpse	DNA/hAT	484.0	45575.0	0.0012175320013226017
dpse	DNA/Kolobok	477.0	34442.0	0.0009201149136489973
dpse	DNA/Maverick	317.0	347066.0	0.009271836787076907
dpse	DNA/Zisupton	655.0	38752.0	0.0010352561736753365
dpse	DNA/TcMar	20.0	15153.0	0.00040481102393947083
dpse	DNA/hAT	125.0	30627.0	0.0008181975338344997
dpse	LINE/I	267.0	152270.0	0.004067879272438674
dpse	DNA/TcMar	42.0	5277.0	0.00014097457753108874
dpse	DNA/PiggyBac	11.0	7318.0	0.00019549970785910696
dpse	Satellite/Simple_Repeat	32125.0	3738074.0	0.09986230868484879
dpse	Satellite/Simple_Repeat	32061.0	3809289.0	0.10176481096623527
dsec	LTR/Pao	4842.0	2104217.0	0.06891217724532527
dsec	LINE/I	5440.0	4669807.0	0.15293411643640398
dsec	RC/Helitron	5940.0	1222131.0	0.04002425039290464
dsec	LTR/Gypsy	10423.0	6539566.0	0.21416789774985318
dsec	DNA/CMC	684.0	269883.0	0.008838549033441
dsec	DNA/hAT	333.0	62142.0	0.0020351230497515243
dsec	DNA/P	1476.0	414173.0	0.013563982795609057
dsec	LINE/Jockey	2792.0	1789911.0	0.05861879458504394
dsec	Unknown	2470.0	4235479.0	0.1387100662939483
dsec	DNA/hAT	245.0	48896.0	0.0016013224009631252
dsec	DNA/CMC	210.0	74614.0	0.0024435755404422165
dsec	DNA/Maverick	345.0	21819.0	0.0007145626118008514
dsec	DNA/TcMar	728.0	267162.0	0.008749437485399837
dsec	LINE/CR1	69.0	85327.0	0.0027944215581434183
dsec	LINE/L1	73.0	6445.0	0.0002110709030228923
dsec	LINE/R1	1737.0	1127762.0	0.03693370732892212
dsec	DNA/hAT	130.0	9167.0	0.0003002152006223202
dsec	DNA	220.0	26905.0	0.0008811268651405613
dsec	LINE/L2	75.0	5083.0	0.00016646600466491257
dsec	DNA/Crypton	54.0	11657.0	0.00038176160070408933
dsec	DNA/MULE	136.0	20996.0	0.0006876097253481221
dsec	LTR/Copia	685.0	400599.0	0.013119440291709486
dsec	LINE/CR1	1033.0	755397.0	0.024738918065288405
dsec	LINE/I	247.0	215809.0	0.007067649419777714
dsec	DNA/PIF	54.0	10017.0	0.0003280523251482253
dsec	LINE/LOA	278.0	179612.0	0.005882213659231611
dsec	LINE/R1	175.0	125352.0	0.004105222627730891
dsec	LTR	111.0	50882.0	0.0016663630236789459
dsec	Other	98.0	121228.0	0.003970163449442853
dsec	LINE/R2	510.0	292394.0	0.009575774339561765
dsec	Satellite/Simple_Repeat	11117.0	2431670.0	0.07963611834812669
dsec	Satellite/Simple_Repeat	11618.0	2938661.0	0.09623984964284805
dsim	LTR/Gypsy	6272.0	3428351.0	0.15132168252130138
dsim	LTR/Pao	3204.0	1707853.0	0.07538177667894919
dsim	LINE/I	6013.0	3666473.0	0.16183198957134887
dsim	DNA/hAT	422.0	98035.0	0.00432710103078004
dsim	DNA/hAT	515.0	50997.0	0.002250922336580708
dsim	RC/Helitron	6014.0	1091090.0	0.04815888880169117
dsim	DNA/CMC	753.0	142985.0	0.006311118895150548
dsim	Unknown	3225.0	2892009.0	0.12764844315729232
dsim	DNA/MULE	209.0	115716.0	0.005107510816318081
dsim	LINE/R1	926.0	552750.0	0.024397461057414874
dsim	DNA/CMC	443.0	202534.0	0.008939512216738967
dsim	DNA/P	1209.0	307297.0	0.013563575921411882
dsim	DNA/hAT	190.0	93575.0	0.004130244085839162
dsim	DNA/hAT	72.0	58355.0	0.0025756921574046944
dsim	LINE/Jockey	3832.0	2454319.0	0.10832953817272441
dsim	LTR/Copia	375.0	246334.0	0.010872771003378082
dsim	DNA/TcMar	442.0	230719.0	0.010183551004442699
dsim	LINE/I	238.0	147891.0	0.0065276615345855145
dsim	DNA	66.0	17322.0	0.0007645641256201546
dsim	LINE/CR1	330.0	172171.0	0.007599340149644823
dsim	LINE/LOA	237.0	169370.0	0.007475708691622536
dsim	LINE/R1	229.0	90868.0	0.004010761630692311
dsim	LINE/L2	60.0	18400.0	0.0008121452437022771
dsim	LINE/R2	956.0	244470.0	0.010790497159124765
dsim	Satellite/Simple_Repeat	11713.0	2240261.0	0.09888137585878842
dsim	Satellite/Simple_Repeat	11444.0	2215901.0	0.09780616617745215
dtri	LINE/I	5339.0	1031845.0	0.029286440515271284
dtri	Unknown	50874.0	4704754.0	0.13353313546122203
dtri	DNA/hAT	595.0	170268.0	0.004832647978770272
dtri	RC/Helitron	22922.0	7518799.0	0.21340303985558026
dtri	LINE/LOA	2738.0	1359013.0	0.038572317919823594
dtri	LTR/Gypsy	6130.0	4191816.0	0.11897462306350509
dtri	LINE/L2	1461.0	452491.0	0.012842869573623576
dtri	LINE/R1	1538.0	524970.0	0.014900011801483717
dtri	DNA/hAT	2594.0	462100.0	0.013115597945531413
dtri	LTR/Pao	3757.0	2167928.0	0.061531426147717
dtri	DNA/CMC	822.0	176456.0	0.005008279487289961
dtri	DNA/PIF	1727.0	474245.0	0.013460304582727862
dtri	DNA/hAT	228.0	59797.0	0.0016971941362236354
dtri	DNA/P	1774.0	389182.0	0.011045995757710033
dtri	LINE/CR1	3121.0	1991359.0	0.05651993942699738
dtri	DNA/TcMar	1739.0	443137.0	0.012577378763880011
dtri	DNA/hAT	832.0	155785.0	0.004421582830436293
dtri	DNA	1516.0	477028.0	0.013539293349406966
dtri	LINE/RTE	160.0	21098.0	0.0005988160256542344
dtri	LINE/Jockey	1299.0	740442.0	0.021015666682504156
dtri	DNA/Kolobok	329.0	39359.0	0.0011171106244063425
dtri	DNA/CMC	1556.0	472254.0	0.013403794832653087
dtri	LINE/L1	457.0	69283.0	0.0019664314487345875
dtri	LTR/ERV1	26.0	3998.0	0.00011347362169711012
dtri	LINE/R2	251.0	32011.0	0.0009085553036883923
dtri	DNA/Zisupton	73.0	42077.0	0.001194254522298475
dtri	LINE/I	546.0	323047.0	0.009168912723458312
dtri	LTR/Copia	489.0	300371.0	0.008525308960175754
dtri	DNA/TcMar	752.0	245953.0	0.006980784811723193
dtri	DNA/MULE	312.0	34399.0	0.0009763329446620538
dtri	LINE/Penelope	131.0	20399.0	0.0005789765905451099
dtri	DNA/Kolobok	30.0	2364.0	6.709645865231824e-05
dtri	DNA/Zator	251.0	22811.0	0.0006474354138401148
dtri	DNA/hAT	447.0	150188.0	0.004262725436579684
dtri	DNA/MULE	42.0	11005.0	0.00031235047693264055
dtri	DNA/Maverick	262.0	294823.0	0.008367842313558554
dtri	DNA/hAT	78.0	8808.0	0.000249993911933003
dtri	LTR/DIRS	62.0	20560.0	0.0005835461886174548
dtri	DNA/Crypton	162.0	18505.0	0.0005252199523524319
dtri	DNA/TcMar	16.0	11527.0	0.000327166192421858
dtri	DNA/CMC	86.0	22672.0	0.0006434902328956681
dtri	LINE/R1	92.0	17579.0	0.0004989376677872684
dtri	DNA/MuLE	140.0	19022.0	0.0005398937548580362
dtri	LINE/RTE	28.0	4759.0	0.00013507277780303828
dtri	DNA/hAT	41.0	11031.0	0.0003130884244474292
dtri	Satellite/Simple_Repeat	23507.0	2737299.0	0.07769165362628261
dtri	Satellite/Simple_Repeat	24148.0	2784241.0	0.07902398948163672
dvir	Unknown	23082.0	2623571.0	0.06053926367464424
dvir	RC/Helitron	36986.0	7293775.0	0.16830486688125776
dvir	LTR/Gypsy	19372.0	8861509.0	0.20448054575471106
dvir	LINE/I	9697.0	1396892.0	0.03223347609536816
dvir	DNA/Novosib	8164.0	685677.0	0.015822091606683807
dvir	DNA/CMC	9020.0	905369.0	0.02089151489090594
dvir	LINE/CRE	258.0	21033.0	0.0004853393839422651
